Selected,Order ID,ship-city,index,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Day,Month,Year
No,402-0251823-0845133,Shillong,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Meghalaya,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-3562449-1962729,Ramanagara,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-7607527-1189964,Ramanagara,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-1051549-5381167,Khammam,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,< 0.0728844,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-6732772-4525113,Aurangabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-7068385-2777168,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-5824761-8505932,Noida,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Uttar pradesh,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-0266080-9401113,Gurugram,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Haryana,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-6096382-3389133,Ludhiana,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,XL,Shipped,< 0.125,INR,< 0.0728844,Punjab,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-6734371-2217151,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-6497115-2636366,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-7904830-1900363,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-0361691-7797129,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-2266530-9531500,Kalyan,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-5489495-6651552,Almora,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Uttarakhand,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-2138801-8731538,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-5365766-8023559,Warangal,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-3362230-0094739,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-3889665-2309117,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-2826187-6916328,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Delhi,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-1220435-6391519,Thane,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,< 0.0728844,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-5917367-0340362,Ahmedabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,S,Shipped,< 0.125,INR,≥ 0.150045,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-6658095-6765934,Jhajjar,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.101365 - 0.129481,Haryana,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-8925293-2306747,Janipur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Jammu & kashmir,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-2222453-6739538,Bassein,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-9211704-8331565,Ambasamudram,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-3917470-4280308,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-3917470-4280308,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-1435490-1121140,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-7722012-4093964,Indore,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,≥ 0.150045,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-9201316-2870743,Mihan,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.40401 - 0.56368,IN,True,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-7966317-7457928,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,0.129481 - 0.150045,Delhi,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-5702903-4981901,Noida,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,≥ 0.150045,Uttar pradesh,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3523941-5355524,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3523941-5355524,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-5082537-8368348,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-5594281-0212357,Shillong,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Meghalaya,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-2944929-6438702,Vijayawada,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-2754000-1881907,Dharwad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-9898972-5365901,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-7732656-4733913,Diu,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Dadra and nagar,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-7732656-4733913,Diu,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Dadra and nagar,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-7732656-4733913,Diu,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,< 0.0728844,Dadra and nagar,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-3810333-4165930,New delhi,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Delhi,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-6454286-3321909,Deganga,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,West bengal,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-4193711-8156307,Karimganj,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,L,Shipped,< 0.125,INR,< 0.0728844,Assam,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-5546156-4947565,Ahmedabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-0902233-8069950,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-0069978-7444377,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3921640-0927553,Loni kalbhor,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-0211853-1251554,Katihar,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,≥ 0.150045,Bihar,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-3699924-2837921,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-8306900-1833930,Ahmedabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,6XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Gujarat,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-1632972-2861963,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XL,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-3236326-4964331,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XS,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-7682157-9147503,Hyderabad,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-8569813-9288333,Satna,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,< 0.125,INR,≥ 0.150045,Madhya pradesh,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-1704468-7240327,Madurai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,XXL,Shipped,< 0.125,INR,0.101365 - 0.129481,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-5238024-3207538,Devarakonda,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Telangana,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-0828621-5564309,Dehradun,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Uttarakhand,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3441275-4039543,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,< 0.125,INR,0.129481 - 0.150045,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3441275-4039543,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-4804971-8591532,Shakarpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Delhi,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-4804971-8591532,Shakarpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Delhi,< 0.185215,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-6836135-6312327,Nagpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,403-9835374-1565102,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,< 0.125,INR,≥ 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-8536478-4581952,"Kotpad, koraput",< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Top,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Odisha,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-9408562-5254749,Kolkata,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,< 0.125,INR,≥ 0.150045,West bengal,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-3255381-0489121,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-6114533-2816312,Madikeri,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,< 0.0728844,Karnataka,0.56368 - 0.691869,IN,True,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-6763777-8680366,Pune,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,407-3644990-7729144,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,< 0.125,INR,0.129481 - 0.150045,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-7221225-8921144,Nagpur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,< 0.125,INR,0.101365 - 0.129481,Maharashtra,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-2789156-5817163,Nagaur,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,3XL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Rajasthan,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,408-9259634-7565152,Neyyattinkara,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,S,Shipped,< 0.125,INR,< 0.0728844,Kerala,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-2120512-6643534,Chittoor,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Andhra pradesh,0.40401 - 0.56368,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-6159360-3192305,Coimbatore,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,< 0.0728844,Tamil nadu,≥ 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,406-4919920-0965963,Mumbai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,< 0.125,INR,≥ 0.150045,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,404-4599488-8213952,Bengaluru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,M,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,171-2550230-3805124,Thane (w),< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,< 0.125,INR,0.0728844 - 0.101365,Maharashtra,0.185215 - 0.40401,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,402-5852450-2129941,Chennai,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,S,Shipped,< 0.125,INR,0.0728844 - 0.101365,Tamil nadu,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
No,405-3054995-4312360,Mysuru,< 0.164477,2022-04-17 12:00:00 - 2022-04-30 12:00:00,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Kurta,L,Shipped,< 0.125,INR,0.0728844 - 0.101365,Karnataka,0.56368 - 0.691869,IN,False,Easy Ship,≥ 0.75,0.166667 - 0.5,single_value
